,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,금융용어,인터넷뱅킹 대량이체,명절급여,명절급여,0.0,,급여,,1.0,입금,명절급여　ＣＪ,급여가 입금된 내역의 적요이다.,,,,"3,333,000","2,610,000",,7780.0
1,알수없음,인터넷뱅킹 대량이체,CJ,CJ,1.0,,급여,,1.0,입금,명절급여　ＣＪ,급여가 입금된 내역의 적요이다.,,,,"3,333,000","2,610,000",,7780.0
2,금융용어,인터넷뱅킹 대량이체,명절급여,명절급여,0.0,,급여,,1.0,입금,명절급여（설）,급여가 입금된 내역의 적요이다.,,,,"2,841,000","308,000",,7781.0
3,알수없음,인터넷뱅킹 대량이체,설,설,1.0,,급여,,1.0,입금,명절급여（설）,급여가 입금된 내역의 적요이다.,,,,"2,841,000","308,000",,7781.0
4,금융용어,인터넷뱅킹 대량이체,정기급여,정기급여,0.0,,급여,,1.0,입금,정기급여　넥센타이어,급여가 입금된 내역의 적요이다.,,,,"8,498,000", - ,,13316.0
5,알수없음,인터넷뱅킹 대량이체,넥센타이어,넥센타이어,1.0,,급여,,1.0,입금,정기급여　넥센타이어,급여가 입금된 내역의 적요이다.,,,,"8,498,000", - ,,13316.0
6,금융용어,인터넷뱅킹 대량이체,정기급여,정기급여,0.0,,급여,,1.0,입금,정기급여종근당바이오,급여가 입금된 내역의 적요이다.,,,,"5,765,000", - ,,13317.0
7,알수없음,인터넷뱅킹 대량이체,종근당바이오,종근당바이오,1.0,,급여,,1.0,입금,정기급여종근당바이오,급여가 입금된 내역의 적요이다.,,,,"5,765,000", - ,,13317.0
8,금융용어,인터넷뱅킹 대량이체,정기급여,정기급여,0.0,,급여,,1.0,입금,정기급여（ 월）,급여가 입금된 내역의 적요이다.,,,,"10,518,000","527,000",,13318.0
9,알수없음,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금,정기급여（ 월）,급여가 입금된 내역의 적요이다.,,,,"10,518,000","527,000",,13318.0
10,금융용어,인터넷뱅킹 대량이체,정기급여,정기급여,0.0,,급여,,1.0,입금,정기급여＿유류대　（,급여가 입금된 내역의 적요이다.,,,,"391,000","391,000",,13319.0
11,알수없음,인터넷뱅킹 대량이체,유류대,유류대,1.0,,급여,,1.0,입금,정기급여＿유류대　（,급여가 입금된 내역의 적요이다.,,,,"391,000","391,000",,13319.0
12,금융용어,인터넷뱅킹 대량이체,정기급여,정기급여,0.0,,급여,,1.0,입금,정기급여＿차인지급액,급여가 입금된 내역의 적요이다.,,,,"4,677,000","1,485,000",,13320.0
13,알수없음,인터넷뱅킹 대량이체,차인지급액,차인지급액,1.0,,급여,,1.0,입금,정기급여＿차인지급액,급여가 입금된 내역의 적요이다.,,,,"4,677,000","1,485,000",,13320.0
14,금융용어,인터넷뱅킹 대량이체,정산급여,정산급여,0.0,,급여,,1.0,입금,정산급여　（권민근）,급여가 입금된 내역의 적요이다.,,,,"2,743,000","2,743,000",,13351.0
15,알수없음,인터넷뱅킹 대량이체,권민근,권민근,1.0,,급여,,1.0,입금,정산급여　（권민근）,급여가 입금된 내역의 적요이다.,,,,"2,743,000","2,743,000",,13351.0
16,금융용어,인터넷뱅킹 대량이체,직원급여,직원급여,0.0,,급여,,1.0,입금,직원급여송금,급여가 입금된 내역의 적요이다.,,,,"5,942,000","5,942,000",,14258.0
17,알수없음,인터넷뱅킹 대량이체,송금,송금,1.0,,급여,,1.0,입금,직원급여송금,급여가 입금된 내역의 적요이다.,,,,"5,942,000","5,942,000",,14258.0
18,금융용어,인터넷뱅킹 대량이체,직원급여,직원급여,0.0,,급여,,1.0,입금,직원급여유엔,급여가 입금된 내역의 적요이다.,,,,"2,380,000","2,380,000",,14259.0
19,알수없음,인터넷뱅킹 대량이체,유엔,유엔,1.0,,급여,,1.0,입금,직원급여유엔,급여가 입금된 내역의 적요이다.,,,,"2,380,000","2,380,000",,14259.0
20,금융용어,인터넷뱅킹 대량이체,개인급여,개인급여,0.0,,급여지급,,1.0,지급,개인급여정리,급여를 이체한 내역의 적요이다.,,,,"3,100,000","3,100,000",,41901.0
21,알수없음,인터넷뱅킹 대량이체,정리,정리,1.0,,급여지급,,1.0,지급,개인급여정리,급여를 이체한 내역의 적요이다.,,,,"3,100,000","3,100,000",,41901.0
