,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,은행명,납부자자동 입금이체,하나,하나은행,0.0,,경조사/용돈입금,,1.0,입금,하나－미현＿경조사비,경조사비으로 입금된 내역의 적요이다.,,,,"80,000","80,000",,15670.0
1,알수없음,납부자자동 입금이체,미현,미현,1.0,,경조사/용돈입금,,1.0,입금,하나－미현＿경조사비,경조사비으로 입금된 내역의 적요이다.,,,,"80,000","80,000",,15670.0
2,금융용어,납부자자동 입금이체,경조사비,경조사비,2.0,,경조사/용돈입금,,1.0,입금,하나－미현＿경조사비,경조사비으로 입금된 내역의 적요이다.,,,,"80,000","80,000",,15670.0
3,은행명,타행자동이체-전자금융부,KB,KB국민은행,0.0,,모임비,,1.0,지급,KB-처가계비,가계비으로 이체한 내역의 적요이다.,,,, - , - ,,39918.0
4,알수없음,타행자동이체-전자금융부,처,처,1.0,,모임비,,1.0,지급,KB-처가계비,가계비으로 이체한 내역의 적요이다.,,,, - , - ,,39918.0
5,금융용어,타행자동이체-전자금융부,가계비,가계비,2.0,,모임비,,1.0,지급,KB-처가계비,가계비으로 이체한 내역의 적요이다.,,,, - , - ,,39918.0
6,은행명,타행자동이체-전자금융부,KB,KB국민은행,0.0,,기타출금,,1.0,지급,KB-치과치료비,치료비으로 이체한 내역의 적요이다.,,,, - , - ,,39919.0
7,알수없음,타행자동이체-전자금융부,치과,치과,1.0,,기타출금,,1.0,지급,KB-치과치료비,치료비으로 이체한 내역의 적요이다.,,,, - , - ,,39919.0
8,금융용어,타행자동이체-전자금융부,치료비,치료비,2.0,,기타출금,,1.0,지급,KB-치과치료비,치료비으로 이체한 내역의 적요이다.,,,, - , - ,,39919.0
9,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,,회비,,1.0,지급,국민-공철동기비,동기비으로 이체한 내역의 적요이다.,,,, - , - ,,43702.0
10,알수없음,타행자동이체-전자금융부,공철,공철,1.0,,회비,,1.0,지급,국민-공철동기비,동기비으로 이체한 내역의 적요이다.,,,, - , - ,,43702.0
11,금융용어,타행자동이체-전자금융부,동기비,동기비,2.0,,회비,,1.0,지급,국민-공철동기비,동기비으로 이체한 내역의 적요이다.,,,, - , - ,,43702.0
12,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,,교육비,,1.0,지급,국민-시원특별활동비,활동비으로 이체한 내역의 적요이다.,,,, - , - ,,44512.0
13,알수없음,타행자동이체-전자금융부,시원특별,시원특별,1.0,,교육비,,1.0,지급,국민-시원특별활동비,활동비으로 이체한 내역의 적요이다.,,,, - , - ,,44512.0
14,금융용어,타행자동이체-전자금융부,활동비,활동비,2.0,,교육비,,1.0,지급,국민-시원특별활동비,활동비으로 이체한 내역의 적요이다.,,,, - , - ,,44512.0
15,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,,4대보험,,1.0,지급,국민-연금통신비,통신비으로 이체한 내역의 적요이다.,,,, - , - ,,44628.0
16,알수없음,타행자동이체-전자금융부,연금,연금,1.0,,4대보험,,1.0,지급,국민-연금통신비,통신비으로 이체한 내역의 적요이다.,,,, - , - ,,44628.0
17,금융용어,타행자동이체-전자금융부,통신비,통신비,2.0,,4대보험,,1.0,지급,국민-연금통신비,통신비으로 이체한 내역의 적요이다.,,,, - , - ,,44628.0
18,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,,모임비,,1.0,지급,국민-옆집언니계비,계비으로 이체한 내역의 적요이다.,,,, - , - ,,44637.0
19,알수없음,타행자동이체-전자금융부,옆집언니,옆집언니,1.0,,모임비,,1.0,지급,국민-옆집언니계비,계비으로 이체한 내역의 적요이다.,,,, - , - ,,44637.0
20,금융용어,타행자동이체-전자금융부,계비,계비,2.0,,모임비,,1.0,지급,국민-옆집언니계비,계비으로 이체한 내역의 적요이다.,,,, - , - ,,44637.0
21,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,,유아교육,,1.0,지급,국민-유치원비,유치원비으로 이체한 내역의 적요이다.,,,, - , - ,,44721.0
22,금융용어,타행자동이체-전자금융부,유치원비,유치원비,1.0,,유아교육,,1.0,지급,국민-유치원비,유치원비으로 이체한 내역의 적요이다.,,,, - , - ,,44721.0
