,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,회사명,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금,  년　 월　급상여,상여금이 입금된 내역의 적요이다.,,,,"3,600,000", - ,,219.0
1,회사명,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금,  년　 월　급상여,상여금이 입금된 내역의 적요이다.,,,,"3,600,000", - ,,219.0
2,회사명,인터넷뱅킹 대량이체,급,급,2.0,,급여,,1.0,입금,  년　 월　급상여,상여금이 입금된 내역의 적요이다.,,,,"3,600,000", - ,,219.0
3,금융용어,인터넷뱅킹 대량이체,상여,상여금,3.0,,급여,,1.0,입금,  년　 월　급상여,상여금이 입금된 내역의 적요이다.,,,,"3,600,000", - ,,219.0
4,회사명,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금,  년상반기상여,상여금이 입금된 내역의 적요이다.,,,, - , - ,,250.0
5,회사명,인터넷뱅킹 대량이체,상반기,상반기,1.0,,급여,,1.0,입금,  년상반기상여,상여금이 입금된 내역의 적요이다.,,,, - , - ,,250.0
6,금융용어,인터넷뱅킹 대량이체,상여,상여금,2.0,,급여,,1.0,입금,  년상반기상여,상여금이 입금된 내역의 적요이다.,,,, - , - ,,250.0
7,회사명,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금,  월구정상여,상여금이 입금된 내역의 적요이다.,,,,"2,566,000","2,566,000",,367.0
8,회사명,인터넷뱅킹 대량이체,구정,구정,1.0,,급여,,1.0,입금,  월구정상여,상여금이 입금된 내역의 적요이다.,,,,"2,566,000","2,566,000",,367.0
9,금융용어,인터넷뱅킹 대량이체,상여,상여금,2.0,,급여,,1.0,입금,  월구정상여,상여금이 입금된 내역의 적요이다.,,,,"2,566,000","2,566,000",,367.0
10,회사명,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월　기타상여,상여금이 입금된 내역의 적요이다.,,,, - , - ,,633.0
11,회사명,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금, 월　기타상여,상여금이 입금된 내역의 적요이다.,,,, - , - ,,633.0
12,회사명,인터넷뱅킹 대량이체,타,타,2.0,,급여,,1.0,입금, 월　기타상여,상여금이 입금된 내역의 적요이다.,,,, - , - ,,633.0
13,금융용어,인터넷뱅킹 대량이체,상여,상여금,3.0,,급여,,1.0,입금, 월　기타상여,상여금이 입금된 내역의 적요이다.,,,, - , - ,,633.0
14,회사명,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월　분기상여,상여금이 입금된 내역의 적요이다.,,,,"418,000","418,000",,647.0
15,회사명,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금, 월　분기상여,상여금이 입금된 내역의 적요이다.,,,,"418,000","418,000",,647.0
16,회사명,인터넷뱅킹 대량이체,기,기,2.0,,급여,,1.0,입금, 월　분기상여,상여금이 입금된 내역의 적요이다.,,,,"418,000","418,000",,647.0
17,금융용어,인터넷뱅킹 대량이체,상여,상여금,3.0,,급여,,1.0,입금, 월　분기상여,상여금이 입금된 내역의 적요이다.,,,,"418,000","418,000",,647.0
18,회사명,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월　소재　상여,상여금이 입금된 내역의 적요이다.,,,,"1,964,000","1,964,000",,663.0
19,회사명,인터넷뱅킹 대량이체,소재,소재,1.0,,급여,,1.0,입금, 월　소재　상여,상여금이 입금된 내역의 적요이다.,,,,"1,964,000","1,964,000",,663.0
20,금융용어,인터넷뱅킹 대량이체,상여,상여금,2.0,,급여,,1.0,입금, 월　소재　상여,상여금이 입금된 내역의 적요이다.,,,,"1,964,000","1,964,000",,663.0
21,회사명,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월급여및상여,상여금이 입금된 내역의 적요이다.,,,,"1,000","1,000",,827.0
22,회사명,인터넷뱅킹 대량이체,급여및,급여및,1.0,,급여,,1.0,입금, 월급여및상여,상여금이 입금된 내역의 적요이다.,,,,"1,000","1,000",,827.0
23,금융용어,인터넷뱅킹 대량이체,상여,상여금,2.0,,급여,,1.0,입금, 월급여및상여,상여금이 입금된 내역의 적요이다.,,,,"1,000","1,000",,827.0
24,회사명,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월급여와상여,상여금이 입금된 내역의 적요이다.,,,,"3,659,000","3,076,000",,840.0
25,회사명,인터넷뱅킹 대량이체,급여와,급여와,1.0,,급여,,1.0,입금, 월급여와상여,상여금이 입금된 내역의 적요이다.,,,,"3,659,000","3,076,000",,840.0
