,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,금융용어,인터넷뱅킹 대량이체,월급,월급,0.0,우리은행,급여,DA01,1.0,입금,월급,급여가 입금된 내역의 적요이다.,자동입력,,8429.0,2468000.0,500000.0,F020,12154.0
1,회사명,인터넷뱅킹 대량이체,,,1.0,우리은행,급여,DA01,1.0,입금,월급,급여가 입금된 내역의 적요이다.,자동입력,,8429.0,2468000.0,500000.0,F020,12154.0
2,금융용어,전자뱅킹예약건별이체,월급,월급,0.0,우리은행,급여,DA01,1.0,입금,월급,급여가 입금된 내역의 적요이다.,자동입력,,8430.0,2468000.0,500000.0,F020,12155.0
3,회사명,전자뱅킹예약건별이체,,,1.0,우리은행,급여,DA01,1.0,입금,월급,급여가 입금된 내역의 적요이다.,자동입력,,8430.0,2468000.0,500000.0,F020,12155.0
4,금융용어,급여 입금이체,월급여,월급여,0.0,우리은행,급여,DA01,1.0,입금,월급여  인산엠티에스,급여가 입금된 내역의 적요이다.,자동입력,,8436.0,4230000.0,4230000.0,F020,12163.0
5,회사명,급여 입금이체,  인산엠티에스,  인산엠티에스,1.0,우리은행,급여,DA01,1.0,입금,월급여  인산엠티에스,급여가 입금된 내역의 적요이다.,자동입력,,8436.0,4230000.0,4230000.0,F020,12163.0
6,금융용어,인터넷뱅킹 대량이체,월급여,월급여,0.0,우리은행,급여,DA01,1.0,입금,월급여　　창전삼성,급여가 입금된 내역의 적요이다.,자동입력,,8438.0,1996000.0,1996000.0,F020,12168.0
7,회사명,인터넷뱅킹 대량이체,　　창전삼성,　　창전삼성,1.0,우리은행,급여,DA01,1.0,입금,월급여　　창전삼성,급여가 입금된 내역의 적요이다.,자동입력,,8438.0,1996000.0,1996000.0,F020,12168.0
8,금융용어,인터넷뱅킹 대량이체,월급여,월급여,0.0,우리은행,급여,DA01,1.0,입금,월급여　가산두산,급여가 입금된 내역의 적요이다.,자동입력,,8439.0,1963000.0,1963000.0,F020,12169.0
9,회사명,인터넷뱅킹 대량이체,　가산두산,　가산두산,1.0,우리은행,급여,DA01,1.0,입금,월급여　가산두산,급여가 입금된 내역의 적요이다.,자동입력,,8439.0,1963000.0,1963000.0,F020,12169.0
10,금융용어,인터넷뱅킹 대량이체,월급여,월급여,0.0,우리은행,급여,DA01,1.0,입금,월급여　가양강변,급여가 입금된 내역의 적요이다.,자동입력,,8440.0,1742000.0,1742000.0,F020,12171.0
11,회사명,인터넷뱅킹 대량이체,　가양강변,　가양강변,1.0,우리은행,급여,DA01,1.0,입금,월급여　가양강변,급여가 입금된 내역의 적요이다.,자동입력,,8440.0,1742000.0,1742000.0,F020,12171.0
12,금융용어,인터넷뱅킹 대량이체,월급여,월급여,0.0,우리은행,급여,DA01,1.0,입금,월급여　감전,급여가 입금된 내역의 적요이다.,자동입력,,8441.0,2799000.0,2799000.0,F020,12172.0
13,회사명,인터넷뱅킹 대량이체,　감전,　감전,1.0,우리은행,급여,DA01,1.0,입금,월급여　감전,급여가 입금된 내역의 적요이다.,자동입력,,8441.0,2799000.0,2799000.0,F020,12172.0
14,금융용어,인터넷뱅킹 대량이체,월급여,월급여,0.0,우리은행,급여,DA01,1.0,입금,월급여　고덕우성,급여가 입금된 내역의 적요이다.,자동입력,,8442.0,2008000.0,2008000.0,F020,12174.0
15,회사명,인터넷뱅킹 대량이체,　고덕우성,　고덕우성,1.0,우리은행,급여,DA01,1.0,입금,월급여　고덕우성,급여가 입금된 내역의 적요이다.,자동입력,,8442.0,2008000.0,2008000.0,F020,12174.0
