,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,주식회사,상여금 입금이체,㈜,주식회사,0.0,우리은행,급여,DA01,1.0,입금,㈜디케이씨 여름휴가,㈜디케이씨 여름휴가에서 입금된 내역의 적요이다.,자동입력,,1521.0,0.0,0.0,F020,2908.0
1,기업명,상여금 입금이체,디케이씨 여름휴가,㈜디케이씨 여름휴가,1.0,우리은행,급여,DA01,1.0,입금,㈜디케이씨 여름휴가,㈜디케이씨 여름휴가에서 입금된 내역의 적요이다.,자동입력,,1521.0,0.0,0.0,F020,2908.0
2,주식회사,상여금 입금이체,㈜,주식회사,0.0,우리은행,급여,DA01,1.0,입금,㈜디케이씨근로자의날,㈜디케이씨근로자의날에서 입금된 내역의 적요이다.,자동입력,,1522.0,200000.0,200000.0,F020,2909.0
3,기업명,상여금 입금이체,디케이씨근로자의날,㈜디케이씨근로자의날,1.0,우리은행,급여,DA01,1.0,입금,㈜디케이씨근로자의날,㈜디케이씨근로자의날에서 입금된 내역의 적요이다.,자동입력,,1522.0,200000.0,200000.0,F020,2909.0
4,주식회사,인터넷뱅킹 대량이체,（주）,주식회사,0.0,우리은행,급여,DA01,1.0,입금,（주）앤이티인센티브,㈜앤이티인센티브에서 급여가 입금된 내역의 적요이다.,자동입력,,12096.0,1323000.0,1323000.0,F020,17340.0
5,기업명,인터넷뱅킹 대량이체,앤이티인센티브,㈜앤이티인센티브,1.0,우리은행,급여,DA01,1.0,입금,（주）앤이티인센티브,㈜앤이티인센티브에서 급여가 입금된 내역의 적요이다.,자동입력,,12096.0,1323000.0,1323000.0,F020,17340.0
6,주식회사,인터넷뱅킹 대량이체,(주),주식회사,0.0,우리은행,회사입금,DC02,1.0,입금,(주) 더나은교육,㈜ 더나은교육에서 급여가 입금된 내역의 적요이다.,회사명,,51.0,7204000.0,7204000.0,F020,1307.0
7,기업명,인터넷뱅킹 대량이체, 더나은교육,㈜ 더나은교육,1.0,우리은행,회사입금,DC02,1.0,입금,(주) 더나은교육,㈜ 더나은교육에서 급여가 입금된 내역의 적요이다.,회사명,,51.0,7204000.0,7204000.0,F020,1307.0
8,주식회사,인터넷뱅킹 대량이체,(주),주식회사,0.0,우리은행,회사입금,DC02,1.0,입금,(주) 이든,㈜ 이든에서 급여가 입금된 내역의 적요이다.,회사명,,52.0,44000.0,44000.0,F020,1308.0
9,기업명,인터넷뱅킹 대량이체, 이든,㈜ 이든,1.0,우리은행,회사입금,DC02,1.0,입금,(주) 이든,㈜ 이든에서 급여가 입금된 내역의 적요이다.,회사명,,52.0,44000.0,44000.0,F020,1308.0
10,주식회사,인터넷뱅킹 대량이체,(주),주식회사,0.0,우리은행,회사입금,DC02,1.0,입금,(주) 케이디로지스,㈜ 케이디로지스에서 급여가 입금된 내역의 적요이다.,회사명,,53.0,7080000.0,0.0,F020,1309.0
11,기업명,인터넷뱅킹 대량이체, 케이디로지스,㈜ 케이디로지스,1.0,우리은행,회사입금,DC02,1.0,입금,(주) 케이디로지스,㈜ 케이디로지스에서 급여가 입금된 내역의 적요이다.,회사명,,53.0,7080000.0,0.0,F020,1309.0
12,주식회사,인터넷뱅킹 대량이체,(주),주식회사,0.0,우리은행,회사입금,DC02,1.0,입금,(주)AK로지스틱스,㈜AK로지스틱스에서 급여가 입금된 내역의 적요이다.,회사명,,54.0,440000.0,264000.0,F020,1310.0
13,기업명,인터넷뱅킹 대량이체,AK로지스틱스,㈜AK로지스틱스,1.0,우리은행,회사입금,DC02,1.0,입금,(주)AK로지스틱스,㈜AK로지스틱스에서 급여가 입금된 내역의 적요이다.,회사명,,54.0,440000.0,264000.0,F020,1310.0
14,주식회사,어음만기입금,(주),주식회사,0.0,우리은행,회사입금,DC02,1.0,입금,(주)DAS,㈜DAS에서 입금된 내역의 적요이다.,회사명,,55.0,10441000.0,10441000.0,F020,1311.0
15,기업명,어음만기입금,DAS,㈜DAS,1.0,우리은행,회사입금,DC02,1.0,입금,(주)DAS,㈜DAS에서 입금된 내역의 적요이다.,회사명,,55.0,10441000.0,10441000.0,F020,1311.0
16,주식회사,펌뱅킹 입금이체,(주),주식회사,0.0,우리은행,회사입금,DC02,1.0,입금,(주)DB하이텍,㈜DB하이텍에서 입금된 내역의 적요이다.,회사명,,56.0,24298000.0,0.0,F020,1312.0
