,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,우리은행,교육비,EF01,1.0,출금,국민-수학학원비,KB국민은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,16006.0,0.0,0.0,F020,44506.0
1,교육비,타행자동이체-전자금융부,학원비,학원비,1.0,우리은행,교육비,EF01,1.0,출금,국민-수학학원비,KB국민은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,16006.0,0.0,0.0,F020,44506.0
2,알수없음,타행자동이체-전자금융부,수학,수학,2.0,우리은행,교육비,EF01,1.0,출금,국민-수학학원비,KB국민은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,16006.0,0.0,0.0,F020,44506.0
3,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,우리은행,교육비,EF01,1.0,출금,국민-영어학원비,KB국민은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,16126.0,0.0,0.0,F020,44634.0
4,교육비,타행자동이체-전자금융부,학원비,학원비,1.0,우리은행,교육비,EF01,1.0,출금,국민-영어학원비,KB국민은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,16126.0,0.0,0.0,F020,44634.0
5,알수없음,타행자동이체-전자금융부,영어,영어,2.0,우리은행,교육비,EF01,1.0,출금,국민-영어학원비,KB국민은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,16126.0,0.0,0.0,F020,44634.0
6,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,우리은행,교육비,EF01,1.0,출금,국민-진우수학원비,KB국민은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,16713.0,0.0,0.0,F020,45278.0
7,교육비,타행자동이체-전자금융부,학원비,학원비,1.0,우리은행,교육비,EF01,1.0,출금,국민-진우수학원비,KB국민은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,16713.0,0.0,0.0,F020,45278.0
8,알수없음,타행자동이체-전자금융부,진우수,진우수,2.0,우리은행,교육비,EF01,1.0,출금,국민-진우수학원비,KB국민은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,16713.0,0.0,0.0,F020,45278.0
9,은행명,타행자동이체-전자금융부,기업,기업은행,0.0,우리은행,교육비,EF01,1.0,출금,기업-수영학원비,기업은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,19674.0,0.0,0.0,F020,48664.0
10,교육비,타행자동이체-전자금융부,학원비,학원비,1.0,우리은행,교육비,EF01,1.0,출금,기업-수영학원비,기업은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,19674.0,0.0,0.0,F020,48664.0
11,알수없음,타행자동이체-전자금융부,수영,수영,2.0,우리은행,교육비,EF01,1.0,출금,기업-수영학원비,기업은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,19674.0,0.0,0.0,F020,48664.0
12,은행명,타행자동이체-전자금융부,농협,농협은행,0.0,우리은행,교육비,EF01,1.0,출금,농협-기숙사비,농협은행 계좌로 기숙사비 때문에 이체한 내역의 적요이다.,직접입력,,24321.0,0.0,0.0,F020,54429.0
13,교육비,타행자동이체-전자금융부,기숙사비,기숙사비,1.0,우리은행,교육비,EF01,1.0,출금,농협-기숙사비,농협은행 계좌로 기숙사비 때문에 이체한 내역의 적요이다.,직접입력,,24321.0,0.0,0.0,F020,54429.0
14,은행명,납부자자동 출금이체,농협,농협은행,0.0,우리은행,교육비,EF01,1.0,출금,농협-서예지등록금,농협은행 계좌로 등록금 때문에 이체한 내역의 적요이다.,직접입력,,25177.0,0.0,0.0,F020,55323.0
15,교육비,납부자자동 출금이체,등록금,등록금,1.0,우리은행,교육비,EF01,1.0,출금,농협-서예지등록금,농협은행 계좌로 등록금 때문에 이체한 내역의 적요이다.,직접입력,,25177.0,0.0,0.0,F020,55323.0
16,알수없음,납부자자동 출금이체,서예지,서예지,2.0,우리은행,교육비,EF01,1.0,출금,농협-서예지등록금,농협은행 계좌로 등록금 때문에 이체한 내역의 적요이다.,직접입력,,25177.0,0.0,0.0,F020,55323.0
17,은행명,타행자동이체-전자금융부,농협,농협은행,0.0,우리은행,교육비,EF01,1.0,출금,농협-성곤이학원비,농협은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,25216.0,0.0,0.0,F020,55363.0
18,교육비,타행자동이체-전자금융부,학원비,학원비,1.0,우리은행,교육비,EF01,1.0,출금,농협-성곤이학원비,농협은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,25216.0,0.0,0.0,F020,55363.0
19,알수없음,타행자동이체-전자금융부,성곤이,성곤이,2.0,우리은행,교육비,EF01,1.0,출금,농협-성곤이학원비,농협은행 계좌로 학원비 때문에 이체한 내역의 적요이다.,직접입력,,25216.0,0.0,0.0,F020,55363.0
20,은행명,타행자동이체-전자금융부,농협,농협은행,0.0,우리은행,교육비,EF01,1.0,출금,농협-승윤 방과후수업,농협은행 계좌로 방과후 때문에 이체한 내역의 적요이다.,직접입력,,25294.0,0.0,0.0,F020,55445.0
21,교육비,타행자동이체-전자금융부,방과후,방과후,1.0,우리은행,교육비,EF01,1.0,출금,농협-승윤 방과후수업,농협은행 계좌로 방과후 때문에 이체한 내역의 적요이다.,직접입력,,25294.0,0.0,0.0,F020,55445.0
22,알수없음,타행자동이체-전자금융부,승윤,승윤,2.0,우리은행,교육비,EF01,1.0,출금,농협-승윤 방과후수업,농협은행 계좌로 방과후 때문에 이체한 내역의 적요이다.,직접입력,,25294.0,0.0,0.0,F020,55445.0
23,알수없음,타행자동이체-전자금융부,수업,수업,2.0,우리은행,교육비,EF01,1.0,출금,농협-승윤 방과후수업,농협은행 계좌로 방과후 때문에 이체한 내역의 적요이다.,직접입력,,25294.0,0.0,0.0,F020,55445.0
24,은행명,타행자동이체-전자금융부,농협,농협은행,0.0,우리은행,교육비,EF01,1.0,출금,농협-아이들학습비,농협은행 계좌로 학습비 때문에 이체한 내역의 적요이다.,직접입력,,25391.0,0.0,0.0,F020,55548.0
25,교육비,타행자동이체-전자금융부,학습비,학습비,1.0,우리은행,교육비,EF01,1.0,출금,농협-아이들학습비,농협은행 계좌로 학습비 때문에 이체한 내역의 적요이다.,직접입력,,25391.0,0.0,0.0,F020,55548.0
26,알수없음,타행자동이체-전자금융부,아이들,아이들,2.0,우리은행,교육비,EF01,1.0,출금,농협-아이들학습비,농협은행 계좌로 학습비 때문에 이체한 내역의 적요이다.,직접입력,,25391.0,0.0,0.0,F020,55548.0
27,은행명,타행자동이체-전자금융부,농협,농협은행,0.0,우리은행,교육비,EF01,1.0,출금,농협-진주학비,농협은행 계좌로 학비 때문에 이체한 내역의 적요이다.,직접입력,,26389.0,0.0,0.0,F020,56575.0
28,교육비,타행자동이체-전자금융부,학비,학비,1.0,우리은행,교육비,EF01,1.0,출금,농협-진주학비,농협은행 계좌로 학비 때문에 이체한 내역의 적요이다.,직접입력,,26389.0,0.0,0.0,F020,56575.0
