,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,정산명,인터넷뱅킹 대량이체,수익,수익,0.0,,사업소득,,1.0,입금,    　　수익정산,수익정산 으로(로) 입금된 내역의 적요이다.,,,,"59,000","59,000",,26.0
1,금융용어,인터넷뱅킹 대량이체,정산,정산,1.0,,사업소득,,1.0,입금,    　　수익정산,수익정산 으로(로) 입금된 내역의 적요이다.,,,,"59,000","59,000",,26.0
2,정산명,인터넷뱅킹 대량이체,수익,수익,0.0,,사업소득,,1.0,입금,    　수익정산,수익정산 으로(로) 입금된 내역의 적요이다.,,,,"81,000","50,000",,33.0
3,금융용어,인터넷뱅킹 대량이체,정산,정산,1.0,,사업소득,,1.0,입금,    　수익정산,수익정산 으로(로) 입금된 내역의 적요이다.,,,,"81,000","50,000",,33.0
4,날짜/회사명,인터넷뱅킹 대량이체,1년,1년,0.0,,사업소득,,1.0,입금,    년　중도정산,중도정산 으로(로) 입금된 내역의 적요이다.,,,,"261,000","261,000",,73.0
5,정산명,인터넷뱅킹 대량이체,중도,중도,1.0,,사업소득,,1.0,입금,    년　중도정산,중도정산 으로(로) 입금된 내역의 적요이다.,,,,"261,000","261,000",,73.0
6,금융용어,인터넷뱅킹 대량이체,정산,정산,2.0,,사업소득,,1.0,입금,    년　중도정산,중도정산 으로(로) 입금된 내역의 적요이다.,,,,"261,000","261,000",,73.0
7,정산명,인터넷뱅킹 대량이체,수익,수익,0.0,,사업소득,,1.0,입금,    수익정산,수익정산 으로(로) 입금된 내역의 적요이다.,,,,"56,000","56,000",,99.0
8,금융용어,인터넷뱅킹 대량이체,정산,정산,1.0,,사업소득,,1.0,입금,    수익정산,수익정산 으로(로) 입금된 내역의 적요이다.,,,,"56,000","56,000",,99.0
9,날짜/회사명,펌뱅킹 입금이체,ST,ST,0.0,,사업소득,,1.0,입금,  ST빠른정산,빠른정산 으로(로) 입금된 내역의 적요이다.,,,,"7,113,000", - ,,183.0
10,정산명,펌뱅킹 입금이체,빠른,빠른,1.0,,사업소득,,1.0,입금,  ST빠른정산,빠른정산 으로(로) 입금된 내역의 적요이다.,,,,"7,113,000", - ,,183.0
11,금융용어,펌뱅킹 입금이체,정산,정산,2.0,,사업소득,,1.0,입금,  ST빠른정산,빠른정산 으로(로) 입금된 내역의 적요이다.,,,,"7,113,000", - ,,183.0
12,날짜/회사명,펌뱅킹 입금이체,ST,ST,0.0,,사업소득,,1.0,입금,  ST일반정산,일반정산 으로(로) 입금된 내역의 적요이다.,,,,"38,119,000", - ,,184.0
13,정산명,펌뱅킹 입금이체,일반,일반,1.0,,사업소득,,1.0,입금,  ST일반정산,일반정산 으로(로) 입금된 내역의 적요이다.,,,,"38,119,000", - ,,184.0
14,금융용어,펌뱅킹 입금이체,정산,정산,2.0,,사업소득,,1.0,입금,  ST일반정산,일반정산 으로(로) 입금된 내역의 적요이다.,,,,"38,119,000", - ,,184.0
15,날짜/회사명,인터넷뱅킹 대량이체,1년,1년,0.0,,환급/환불,,1.0,입금,  년건보료정산,보료정산 으로(로) 입금된 내역의 적요이다.,,,,"88,000","88,000",,237.0
16,날짜/회사명,인터넷뱅킹 대량이체,건,건,1.0,,환급/환불,,1.0,입금,  년건보료정산,보료정산 으로(로) 입금된 내역의 적요이다.,,,,"88,000","88,000",,237.0
17,정산명,인터넷뱅킹 대량이체,보료,보료,2.0,,환급/환불,,1.0,입금,  년건보료정산,보료정산 으로(로) 입금된 내역의 적요이다.,,,,"88,000","88,000",,237.0
18,금융용어,인터넷뱅킹 대량이체,정산,정산,3.0,,환급/환불,,1.0,입금,  년건보료정산,보료정산 으로(로) 입금된 내역의 적요이다.,,,,"88,000","88,000",,237.0
19,날짜/회사명,인터넷뱅킹 대량이체,1월,1월,0.0,,사업소득,,1.0,입금,  월법인카드정산,법인카드정산 으로(로) 입금된 내역의 적요이다.,,,,"193,000", - ,,417.0
20,정산명,인터넷뱅킹 대량이체,법인카드,법인카드,1.0,,사업소득,,1.0,입금,  월법인카드정산,법인카드정산 으로(로) 입금된 내역의 적요이다.,,,,"193,000", - ,,417.0
21,금융용어,인터넷뱅킹 대량이체,정산,정산,2.0,,사업소득,,1.0,입금,  월법인카드정산,법인카드정산 으로(로) 입금된 내역의 적요이다.,,,,"193,000", - ,,417.0
