,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,금융용어,인터넷뱅킹 대량이체,연말정산,연말정산,0.0,,환급/환불,,1.0,입금,    　연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"432,000","432,000",,34.0
1,사유,인터넷뱅킹 대량이체,1년,1년,0.0,,환급/환불,,1.0,입금,    년　연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"5,267,000","33,000",,70.0
2,금융용어,인터넷뱅킹 대량이체,연말정산,연말정산,1.0,,환급/환불,,1.0,입금,    년　연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"5,267,000","33,000",,70.0
3,사유,인터넷뱅킹 대량이체,1년도,1년도,0.0,,환급/환불,,1.0,입금,    년도연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"1,820,000","577,000",,77.0
4,금융용어,인터넷뱅킹 대량이체,연말정산,연말정산,1.0,,환급/환불,,1.0,입금,    년도연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"1,820,000","577,000",,77.0
5,사유,인터넷뱅킹 대량이체,1년,1년,0.0,,환급/환불,,1.0,입금,    년연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"174,000","174,000",,80.0
6,금융용어,인터넷뱅킹 대량이체,연말정산,연말정산,1.0,,환급/환불,,1.0,입금,    년연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"174,000","174,000",,80.0
7,금융용어,인터넷뱅킹 대량이체,연말정산,연말정산,0.0,,환급/환불,,1.0,입금,    연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"1,784,000","1,000",,102.0
8,금융용어,전자뱅킹예약건별이체,연말정산,연말정산,0.0,,환급/환불,,1.0,입금,    연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"1,784,000","1,000",,103.0
9,사유,인터넷뱅킹 대량이체,1년,1년,0.0,,환급/환불,,1.0,입금,  년　연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"932,000","129,000",,231.0
10,금융용어,인터넷뱅킹 대량이체,연말정산,연말정산,1.0,,환급/환불,,1.0,입금,  년　연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"932,000","129,000",,231.0
11,사유,인터넷뱅킹 대량이체,1년,1년,0.0,,환급/환불,,1.0,입금,  년연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"514,000","103,000",,255.0
12,금융용어,인터넷뱅킹 대량이체,연말정산,연말정산,1.0,,환급/환불,,1.0,입금,  년연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"514,000","103,000",,255.0
13,금융용어,인터넷뱅킹 대량이체,연말정산,연말정산,0.0,,환급/환불,,1.0,입금,  연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"1,235,000", - ,,306.0
14,사유,급여 입금이체,1월,1월,0.0,,급여,,1.0,입금, 월급여(연말정산),연말정산으로(로) 입금된 내역의 적요이다.,,,,"3,684,000","1,849,000",,795.0
15,사유,급여 입금이체,급여,급여,1.0,,급여,,1.0,입금, 월급여(연말정산),연말정산으로(로) 입금된 내역의 적요이다.,,,,"3,684,000","1,849,000",,795.0
16,금융용어,급여 입금이체,연말정산,연말정산,2.0,,급여,,1.0,입금, 월급여(연말정산),연말정산으로(로) 입금된 내역의 적요이다.,,,,"3,684,000","1,849,000",,795.0
17,사유,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월급여　연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"182,000","182,000",,803.0
18,사유,인터넷뱅킹 대량이체,급여,급여,1.0,,급여,,1.0,입금, 월급여　연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"182,000","182,000",,803.0
19,금융용어,인터넷뱅킹 대량이체,연말정산,연말정산,2.0,,급여,,1.0,입금, 월급여　연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"182,000","182,000",,803.0
20,사유,인터넷뱅킹 대량이체,1월,1월,0.0,,급여,,1.0,입금, 월급여연말정산,연말정산으로(로) 입금된 내역의 적요이다.,,,,"2,953,000","2,953,000",,838.0
