,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,금융용어,인터넷뱅킹 대량이체,급여,급여,0.0,,급여,,1.0,입금,급여  　,급여 입금된 내역의 적요이다.,,,,"7,584,000","2,894,000",,4794.0
1,금융용어,전자뱅킹예약건별이체,급여,급여,0.0,,급여,,1.0,입금,급여  새일이앤지종,급여 입금된 내역의 적요이다.,,,,"2,078,000","2,078,000",,4795.0
2,알수없음,전자뱅킹예약건별이체,새일이앤지종,새일이앤지종,1.0,,급여,,1.0,입금,급여  새일이앤지종,급여 입금된 내역의 적요이다.,,,,"2,078,000","2,078,000",,4795.0
3,금융용어,인터넷뱅킹 대량이체,급여,급여,0.0,,급여,,1.0,입금,급여  월,급여 입금된 내역의 적요이다.,,,,"10,212,000", - ,,4796.0
4,알수없음,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금,급여  월,급여 입금된 내역의 적요이다.,,,,"10,212,000", - ,,4796.0
5,금융용어,전자뱅킹예약건별이체,급여,급여,0.0,,급여,,1.0,입금,급여  월,급여 입금된 내역의 적요이다.,,,,"10,212,000", - ,,4797.0
6,알수없음,전자뱅킹예약건별이체,1월,1월,1.0,,급여,,1.0,입금,급여  월,급여 입금된 내역의 적요이다.,,,,"10,212,000", - ,,4797.0
7,금융용어,인터넷뱅킹 대량이체,급여,급여,0.0,,급여,,1.0,입금,급여  ．,급여 입금된 내역의 적요이다.,,,,"3,000,000","1,949,000",,4798.0
8,금융용어,인터넷뱅킹 대량이체,급여,급여,0.0,,급여,,1.0,입금,급여  ．  월,급여 입금된 내역의 적요이다.,,,,"8,534,000", - ,,4799.0
9,알수없음,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금,급여  ．  월,급여 입금된 내역의 적요이다.,,,,"8,534,000", - ,,4799.0
10,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여 (주)더골든트리,급여 입금된 내역의 적요이다.,,,,"2,962,000", - ,,4800.0
11,알수없음,급여 입금이체,(주),(주),1.0,,급여,,1.0,입금,급여 (주)더골든트리,급여 입금된 내역의 적요이다.,,,,"2,962,000", - ,,4800.0
12,알수없음,급여 입금이체,더골든트리,더골든트리,2.0,,급여,,1.0,입금,급여 (주)더골든트리,급여 입금된 내역의 적요이다.,,,,"2,962,000", - ,,4800.0
13,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여 (주)태영켐,급여 입금된 내역의 적요이다.,,,,"3,216,000","2,183,000",,4801.0
14,알수없음,급여 입금이체,(주),(주),1.0,,급여,,1.0,입금,급여 (주)태영켐,급여 입금된 내역의 적요이다.,,,,"3,216,000","2,183,000",,4801.0
15,알수없음,급여 입금이체,태영켐,태영켐,2.0,,급여,,1.0,입금,급여 (주)태영켐,급여 입금된 내역의 적요이다.,,,,"3,216,000","2,183,000",,4801.0
16,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여 맛죤푸드지점,급여 입금된 내역의 적요이다.,,,,"1,987,000","1,987,000",,4803.0
17,알수없음,급여 입금이체,맛죤푸드지점,맛죤푸드지점,1.0,,급여,,1.0,입금,급여 맛죤푸드지점,급여 입금된 내역의 적요이다.,,,,"1,987,000","1,987,000",,4803.0
18,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여 신촌 차,급여 입금된 내역의 적요이다.,,,,"1,833,000","1,685,000",,4805.0
19,알수없음,급여 입금이체,신촌,신촌,1.0,,급여,,1.0,입금,급여 신촌 차,급여 입금된 내역의 적요이다.,,,,"1,833,000","1,685,000",,4805.0
20,알수없음,급여 입금이체,1차,1차,2.0,,급여,,1.0,입금,급여 신촌 차,급여 입금된 내역의 적요이다.,,,,"1,833,000","1,685,000",,4805.0
21,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여 원진성형외과,급여 입금된 내역의 적요이다.,,,,"2,963,000", - ,,4806.0
22,알수없음,급여 입금이체,원진성형외과,원진성형외과,1.0,,급여,,1.0,입금,급여 원진성형외과,급여 입금된 내역의 적요이다.,,,,"2,963,000", - ,,4806.0
23,금융용어,인터넷뱅킹 대량이체,급여,급여,0.0,,급여,,1.0,입금,급여 월,급여 입금된 내역의 적요이다.,,,,"2,937,000", - ,,4807.0
24,알수없음,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금,급여 월,급여 입금된 내역의 적요이다.,,,,"2,937,000", - ,,4807.0
25,금융용어,인터넷뱅킹 대량이체,급여,급여,0.0,,급여,,1.0,입금,급여 월신흥기업,급여 입금된 내역의 적요이다.,,,,"7,358,000", - ,,4809.0
26,알수없음,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금,급여 월신흥기업,급여 입금된 내역의 적요이다.,,,,"7,358,000", - ,,4809.0
27,알수없음,인터넷뱅킹 대량이체,신흥기업,신흥기업,2.0,,급여,,1.0,입금,급여 월신흥기업,급여 입금된 내역의 적요이다.,,,,"7,358,000", - ,,4809.0
28,금융용어,인터넷뱅킹 대량이체,급여,급여,0.0,,급여,,1.0,입금,급여 월지피바이오,급여 입금된 내역의 적요이다.,,,,"2,244,000","2,244,000",,4810.0
29,알수없음,인터넷뱅킹 대량이체,1월,1월,1.0,,급여,,1.0,입금,급여 월지피바이오,급여 입금된 내역의 적요이다.,,,,"2,244,000","2,244,000",,4810.0
30,알수없음,인터넷뱅킹 대량이체,지피바이오,지피바이오,2.0,,급여,,1.0,입금,급여 월지피바이오,급여 입금된 내역의 적요이다.,,,,"2,244,000","2,244,000",,4810.0
31,금융용어,전자뱅킹예약건별이체,급여,급여,0.0,,급여,,1.0,입금,급여 월큐라,급여 입금된 내역의 적요이다.,,,,"3,599,000","3,599,000",,4811.0
32,알수없음,전자뱅킹예약건별이체,1월,1월,1.0,,급여,,1.0,입금,급여 월큐라,급여 입금된 내역의 적요이다.,,,,"3,599,000","3,599,000",,4811.0
33,알수없음,전자뱅킹예약건별이체,큐라,큐라,2.0,,급여,,1.0,입금,급여 월큐라,급여 입금된 내역의 적요이다.,,,,"3,599,000","3,599,000",,4811.0
34,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여 주식회사 더베이,급여 입금된 내역의 적요이다.,,,,"3,910,000","1,932,000",,4812.0
35,알수없음,급여 입금이체,1주,1주,1.0,,급여,,1.0,입금,급여 주식회사 더베이,급여 입금된 내역의 적요이다.,,,,"3,910,000","1,932,000",,4812.0
36,알수없음,급여 입금이체,식회사,식회사,2.0,,급여,,1.0,입금,급여 주식회사 더베이,급여 입금된 내역의 적요이다.,,,,"3,910,000","1,932,000",,4812.0
37,알수없음,급여 입금이체,더베이,더베이,3.0,,급여,,1.0,입금,급여 주식회사 더베이,급여 입금된 내역의 적요이다.,,,,"3,910,000","1,932,000",,4812.0
38,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여(GPC한국),급여 입금된 내역의 적요이다.,,,, - , - ,,4814.0
39,알수없음,급여 입금이체,GPC한국,GPC한국,1.0,,급여,,1.0,입금,급여(GPC한국),급여 입금된 내역의 적요이다.,,,, - , - ,,4814.0
40,금융용어,지로대량급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여(남해단),급여 입금된 내역의 적요이다.,,,,"2,548,000","2,548,000",,4815.0
41,알수없음,지로대량급여 입금이체,남해단,남해단,1.0,,급여,,1.0,입금,급여(남해단),급여 입금된 내역의 적요이다.,,,,"2,548,000","2,548,000",,4815.0
42,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여(사)인천밀알,급여 입금된 내역의 적요이다.,,,,"1,476,000","1,274,000",,4816.0
43,알수없음,급여 입금이체,(사)인천밀알,(사)인천밀알,1.0,,급여,,1.0,입금,급여(사)인천밀알,급여 입금된 내역의 적요이다.,,,,"1,476,000","1,274,000",,4816.0
44,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여(유)동아금속,급여 입금된 내역의 적요이다.,,,,"7,795,000","2,502,000",,4817.0
45,알수없음,급여 입금이체,(유)동아금속,(유)동아금속,1.0,,급여,,1.0,입금,급여(유)동아금속,급여 입금된 내역의 적요이다.,,,,"7,795,000","2,502,000",,4817.0
46,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여(주)금하테크,급여 입금된 내역의 적요이다.,,,,"5,734,000","3,669,000",,4818.0
47,알수없음,급여 입금이체,(주),(주),1.0,,급여,,1.0,입금,급여(주)금하테크,급여 입금된 내역의 적요이다.,,,,"5,734,000","3,669,000",,4818.0
48,알수없음,급여 입금이체,금하테크,금하테크,2.0,,급여,,1.0,입금,급여(주)금하테크,급여 입금된 내역의 적요이다.,,,,"5,734,000","3,669,000",,4818.0
49,금융용어,급여 입금이체,급여,급여,0.0,,급여,,1.0,입금,급여(주)기쁜,급여 입금된 내역의 적요이다.,,,,"7,906,000","7,906,000",,4819.0
50,알수없음,급여 입금이체,(주),(주),1.0,,급여,,1.0,입금,급여(주)기쁜,급여 입금된 내역의 적요이다.,,,,"7,906,000","7,906,000",,4819.0
