,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,,부동산수입,,1.0,입금,국민-전세금 세나,KB국민은행 계좌에서 전세금로(으로) 입금된 내역의 적요이다.,,,, - , - ,,4069.0
1,알수없음,타행자동이체-전자금융부,세나,세나,1.0,,부동산수입,,1.0,입금,국민-전세금 세나,KB국민은행 계좌에서 전세금로(으로) 입금된 내역의 적요이다.,,,, - , - ,,4069.0
2,금융용어,타행자동이체-전자금융부,전세금,전세금,2.0,,부동산수입,,1.0,입금,국민-전세금 세나,KB국민은행 계좌에서 전세금로(으로) 입금된 내역의 적요이다.,,,, - , - ,,4069.0
3,은행명,납부자자동 입금이체,하나,하나은행,0.0,,생활비입금,,1.0,입금,하나－임대，관리비,하나은행 계좌에서 관리비로(으로) 입금된 내역의 적요이다.,,,,"150,000","150,000",,15872.0
4,알수없음,납부자자동 입금이체,임대,임대,1.0,,생활비입금,,1.0,입금,하나－임대，관리비,하나은행 계좌에서 관리비로(으로) 입금된 내역의 적요이다.,,,,"150,000","150,000",,15872.0
5,금융용어,납부자자동 입금이체,관리비,관리비,2.0,,생활비입금,,1.0,입금,하나－임대，관리비,하나은행 계좌에서 관리비로(으로) 입금된 내역의 적요이다.,,,,"150,000","150,000",,15872.0
6,은행명,전자뱅킹예약건별이체,경남,경남은행,0.0,,세금/공과금,,1.0,지급,경남관리비,경남은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"50,000","50,000",,42183.0
7,금융용어,전자뱅킹예약건별이체,관리비,관리비,1.0,,세금/공과금,,1.0,지급,경남관리비,경남은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"50,000","50,000",,42183.0
8,은행명,전자뱅킹예약건별이체,광주,광주은행,0.0,,세금/공과금,,1.0,지급,광주광주관리비,광주은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,, - , - ,,43195.0
9,알수없음,전자뱅킹예약건별이체,광주,광주,1.0,,세금/공과금,,1.0,지급,광주광주관리비,광주은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,, - , - ,,43195.0
10,금융용어,전자뱅킹예약건별이체,관리비,관리비,2.0,,세금/공과금,,1.0,지급,광주광주관리비,광주은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,, - , - ,,43195.0
11,은행명,전자뱅킹예약건별이체,국민,KB국민은행,0.0,,세금/공과금,,1.0,지급,국민    호관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"145,000","145,000",,43559.0
12,알수없음,전자뱅킹예약건별이체,1호,1호,1.0,,세금/공과금,,1.0,지급,국민    호관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"145,000","145,000",,43559.0
13,금융용어,전자뱅킹예약건별이체,관리비,관리비,2.0,,세금/공과금,,1.0,지급,국민    호관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"145,000","145,000",,43559.0
14,은행명,전자뱅킹예약건별이체,국민,KB국민은행,0.0,,세금/공과금,,1.0,지급,국민   관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"1,071,000","1,071,000",,43561.0
15,금융용어,전자뱅킹예약건별이체,관리비,관리비,1.0,,세금/공과금,,1.0,지급,국민   관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"1,071,000","1,071,000",,43561.0
16,은행명,전자뱅킹예약건별이체,국민,KB국민은행,0.0,,세금/공과금,,1.0,지급,국민   호관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"80,000","35,000",,43563.0
17,알수없음,전자뱅킹예약건별이체,1호,1호,1.0,,세금/공과금,,1.0,지급,국민   호관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"80,000","35,000",,43563.0
18,금융용어,전자뱅킹예약건별이체,관리비,관리비,2.0,,세금/공과금,,1.0,지급,국민   호관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"80,000","35,000",,43563.0
19,은행명,전자뱅킹예약건별이체,국민,KB국민은행,0.0,,세금/공과금,,1.0,지급,국민 월관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"20,000", - ,,43573.0
20,알수없음,전자뱅킹예약건별이체,1월,1월,1.0,,세금/공과금,,1.0,지급,국민 월관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"20,000", - ,,43573.0
21,금융용어,전자뱅킹예약건별이체,관리비,관리비,2.0,,세금/공과금,,1.0,지급,국민 월관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,,"20,000", - ,,43573.0
22,은행명,전자뱅킹예약건별이체,국민,KB국민은행,0.0,,주거비,,1.0,지급,국민 월월세,KB국민은행 계좌로 월세로(으로) 이체한 내역의 적요이다.,,,,"300,000","300,000",,43579.0
23,알수없음,전자뱅킹예약건별이체,1월,1월,1.0,,주거비,,1.0,지급,국민 월월세,KB국민은행 계좌로 월세로(으로) 이체한 내역의 적요이다.,,,,"300,000","300,000",,43579.0
24,금융용어,전자뱅킹예약건별이체,월세,월세,2.0,,주거비,,1.0,지급,국민 월월세,KB국민은행 계좌로 월세로(으로) 이체한 내역의 적요이다.,,,,"300,000","300,000",,43579.0
25,은행명,타행자동이체-전자금융부,국민,KB국민은행,0.0,,세금/공과금,,1.0,지급,국민-   호 관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,, - , - ,,43593.0
26,알수없음,타행자동이체-전자금융부,1호,1호,1.0,,세금/공과금,,1.0,지급,국민-   호 관리비,KB국민은행 계좌로 관리비로(으로) 이체한 내역의 적요이다.,,,, - , - ,,43593.0
