,개체명,거래코드,단어,단어의미,단어일련번호,데이터셋출처,분류,분류번호,완료여부,입출금구분,적요,적요 설명,적요구조,적요구조일련번호,적요일련번호,최대금액,최소금액,출처번호,확인용
0,건물명,전자뱅킹예약건별이체,1호,1호,0.0,,부동산수입,,1.0,입금,   호 월관리비,관리비로 입금된 내역의 적요이다.,,,,"30,000","30,000",,154.0
1,건물명,전자뱅킹예약건별이체,1월,1월,1.0,,부동산수입,,1.0,입금,   호 월관리비,관리비로 입금된 내역의 적요이다.,,,,"30,000","30,000",,154.0
2,금융용어,전자뱅킹예약건별이체,관리비,관리비,2.0,,부동산수입,,1.0,입금,   호 월관리비,관리비로 입금된 내역의 적요이다.,,,,"30,000","30,000",,154.0
3,건물명,인터넷뱅킹 대량이체,1호,1호,0.0,,부동산수입,,1.0,입금,   호관리비,관리비로 입금된 내역의 적요이다.,,,,"40,000","40,000",,159.0
4,금융용어,인터넷뱅킹 대량이체,관리비,관리비,1.0,,부동산수입,,1.0,입금,   호관리비,관리비로 입금된 내역의 적요이다.,,,,"40,000","40,000",,159.0
5,건물명,전자뱅킹예약건별이체,1월,1월,0.0,,기타소득,,1.0,입금,  월환경관리비,관리비로 입금된 내역의 적요이다.,,,,"150,000","150,000",,461.0
6,건물명,전자뱅킹예약건별이체,환경,환경,1.0,,기타소득,,1.0,입금,  월환경관리비,관리비로 입금된 내역의 적요이다.,,,,"150,000","150,000",,461.0
7,금융용어,전자뱅킹예약건별이체,관리비,관리비,2.0,,기타소득,,1.0,입금,  월환경관리비,관리비로 입금된 내역의 적요이다.,,,,"150,000","150,000",,461.0
8,건물명,전자뱅킹예약건별이체,1월,1월,0.0,,부동산수입,,1.0,입금, 월관리비,관리비로 입금된 내역의 적요이다.,,,,"200,000","200,000",,763.0
9,금융용어,전자뱅킹예약건별이체,관리비,관리비,1.0,,부동산수입,,1.0,입금, 월관리비,관리비로 입금된 내역의 적요이다.,,,,"200,000","200,000",,763.0
10,금융용어,전자뱅킹예약건별이체,관리비,관리비,0.0,,생활비입금,,1.0,입금,관리비,관리비로 입금된 내역의 적요이다.,,,,"600,000","600,000",,3842.0
11,건물명,인터넷뱅킹 대량이체,김복순양평,김복순양평,0.0,,부동산수입,,1.0,입금,김복순양평관리비,관리비로 입금된 내역의 적요이다.,,,,"400,000","400,000",,5531.0
12,금융용어,인터넷뱅킹 대량이체,관리비,관리비,1.0,,부동산수입,,1.0,입금,김복순양평관리비,관리비로 입금된 내역의 적요이다.,,,,"400,000","400,000",,5531.0
13,건물명,전자뱅킹예약건별이체,사택,사택,0.0,,복리후생비/경비,,1.0,입금,사택관리비,관리비로 입금된 내역의 적요이다.,,,, - , - ,,8752.0
14,금융용어,전자뱅킹예약건별이체,관리비,관리비,1.0,,복리후생비/경비,,1.0,입금,사택관리비,관리비로 입금된 내역의 적요이다.,,,, - , - ,,8752.0
15,건물명,인터넷뱅킹 대량이체,연합회,연합회,0.0,,모임비입금,,1.0,입금,연합회　관리비,관리비로 입금된 내역의 적요이다.,,,, - , - ,,11617.0
16,금융용어,인터넷뱅킹 대량이체,관리비,관리비,1.0,,모임비입금,,1.0,입금,연합회　관리비,관리비로 입금된 내역의 적요이다.,,,, - , - ,,11617.0
17,건물명,급여 입금이체,차량,차량,0.0,,복리후생비/경비,,1.0,입금,차량관리비,관리비로 입금된 내역의 적요이다.,,,,"50,000","50,000",,14329.0
